run_id,scenario_id,expected_violation,seed,log_path,baseline_passed,baseline_codes,baseline_time_s,flv_status,flv_violations,flv_time_s
s1_time_under-004,s1_time_under,TIME_UNDER,1004,runs/s1_time_under-004.jsonl,0,HOLD_TOO_SHORT,0.000332,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010520
s1_time_under-005,s1_time_under,TIME_UNDER,1005,runs/s1_time_under-005.jsonl,0,HOLD_TOO_SHORT,0.000371,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010940
s1_time_under-006,s1_time_under,TIME_UNDER,1006,runs/s1_time_under-006.jsonl,0,HOLD_TOO_SHORT,0.000365,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010893
s1_time_under-007,s1_time_under,TIME_UNDER,1007,runs/s1_time_under-007.jsonl,0,HOLD_TOO_SHORT,0.000343,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010515
s1_time_under-008,s1_time_under,TIME_UNDER,1008,runs/s1_time_under-008.jsonl,0,HOLD_TOO_SHORT,0.000334,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010947
s1_time_under-009,s1_time_under,TIME_UNDER,1009,runs/s1_time_under-009.jsonl,0,HOLD_TOO_SHORT,0.000338,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010959
s1_time_under-010,s1_time_under,TIME_UNDER,1010,runs/s1_time_under-010.jsonl,0,HOLD_TOO_SHORT,0.000366,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010513
s1_time_under-011,s1_time_under,TIME_UNDER,1011,runs/s1_time_under-011.jsonl,0,HOLD_TOO_SHORT,0.000326,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010600
s1_time_under-012,s1_time_under,TIME_UNDER,1012,runs/s1_time_under-012.jsonl,0,HOLD_TOO_SHORT,0.000324,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010837
s1_time_under-013,s1_time_under,TIME_UNDER,1013,runs/s1_time_under-013.jsonl,0,HOLD_TOO_SHORT,0.000329,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010242
s1_time_under-014,s1_time_under,TIME_UNDER,1014,runs/s1_time_under-014.jsonl,0,HOLD_TOO_SHORT,0.000340,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010580
s1_time_under-015,s1_time_under,TIME_UNDER,1015,runs/s1_time_under-015.jsonl,0,HOLD_TOO_SHORT,0.000331,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010415
s1_time_under-016,s1_time_under,TIME_UNDER,1016,runs/s1_time_under-016.jsonl,0,HOLD_TOO_SHORT,0.000356,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010283
s1_time_under-017,s1_time_under,TIME_UNDER,1017,runs/s1_time_under-017.jsonl,0,HOLD_TOO_SHORT,0.000342,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010184
s1_time_under-018,s1_time_under,TIME_UNDER,1018,runs/s1_time_under-018.jsonl,0,HOLD_TOO_SHORT,0.000332,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010326
s1_time_under-019,s1_time_under,TIME_UNDER,1019,runs/s1_time_under-019.jsonl,0,HOLD_TOO_SHORT,0.000315,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010698
s1_time_under-020,s1_time_under,TIME_UNDER,1020,runs/s1_time_under-020.jsonl,0,HOLD_TOO_SHORT,0.000310,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010583
s1_time_under-021,s1_time_under,TIME_UNDER,1021,runs/s1_time_under-021.jsonl,0,HOLD_TOO_SHORT,0.000418,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.012200
s1_time_under-022,s1_time_under,TIME_UNDER,1022,runs/s1_time_under-022.jsonl,0,HOLD_TOO_SHORT,0.000326,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010179
s1_time_under-023,s1_time_under,TIME_UNDER,1023,runs/s1_time_under-023.jsonl,0,HOLD_TOO_SHORT,0.000475,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010447
s1_time_under-024,s1_time_under,TIME_UNDER,1024,runs/s1_time_under-024.jsonl,0,HOLD_TOO_SHORT,0.000326,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010150
s1_time_under-025,s1_time_under,TIME_UNDER,1025,runs/s1_time_under-025.jsonl,0,HOLD_TOO_SHORT,0.000452,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010628
s1_time_under-026,s1_time_under,TIME_UNDER,1026,runs/s1_time_under-026.jsonl,0,HOLD_TOO_SHORT,0.000323,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010903
s1_time_under-027,s1_time_under,TIME_UNDER,1027,runs/s1_time_under-027.jsonl,0,HOLD_TOO_SHORT,0.000311,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010775
s1_time_under-028,s1_time_under,TIME_UNDER,1028,runs/s1_time_under-028.jsonl,0,HOLD_TOO_SHORT,0.000331,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010356
s1_time_under-029,s1_time_under,TIME_UNDER,1029,runs/s1_time_under-029.jsonl,0,HOLD_TOO_SHORT,0.000326,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.011137
s1_time_under-030,s1_time_under,TIME_UNDER,1030,runs/s1_time_under-030.jsonl,0,HOLD_TOO_SHORT,0.000326,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010334
s1_time_under-031,s1_time_under,TIME_UNDER,1031,runs/s1_time_under-031.jsonl,0,HOLD_TOO_SHORT,0.000466,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010467
s1_time_under-032,s1_time_under,TIME_UNDER,1032,runs/s1_time_under-032.jsonl,0,HOLD_TOO_SHORT,0.000327,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010798
s1_time_under-033,s1_time_under,TIME_UNDER,1033,runs/s1_time_under-033.jsonl,0,HOLD_TOO_SHORT,0.000371,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010573
s1_time_under-034,s1_time_under,TIME_UNDER,1034,runs/s1_time_under-034.jsonl,0,HOLD_TOO_SHORT,0.000314,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010124
s1_time_under-035,s1_time_under,TIME_UNDER,1035,runs/s1_time_under-035.jsonl,0,HOLD_TOO_SHORT,0.000356,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010096
s1_time_under-036,s1_time_under,TIME_UNDER,1036,runs/s1_time_under-036.jsonl,0,HOLD_TOO_SHORT,0.000329,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010486
s1_time_under-037,s1_time_under,TIME_UNDER,1037,runs/s1_time_under-037.jsonl,0,HOLD_TOO_SHORT,0.000318,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010954
s1_time_under-038,s1_time_under,TIME_UNDER,1038,runs/s1_time_under-038.jsonl,0,HOLD_TOO_SHORT,0.000336,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010177
s1_time_under-039,s1_time_under,TIME_UNDER,1039,runs/s1_time_under-039.jsonl,0,HOLD_TOO_SHORT,0.000316,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010214
s1_time_under-040,s1_time_under,TIME_UNDER,1040,runs/s1_time_under-040.jsonl,0,HOLD_TOO_SHORT,0.000341,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010774
s1_time_under-041,s1_time_under,TIME_UNDER,1041,runs/s1_time_under-041.jsonl,0,HOLD_TOO_SHORT,0.000335,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010401
s1_time_under-042,s1_time_under,TIME_UNDER,1042,runs/s1_time_under-042.jsonl,0,HOLD_TOO_SHORT,0.000314,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.011253
s1_time_under-043,s1_time_under,TIME_UNDER,1043,runs/s1_time_under-043.jsonl,0,HOLD_TOO_SHORT,0.000332,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010225
s1_time_under-044,s1_time_under,TIME_UNDER,1044,runs/s1_time_under-044.jsonl,0,HOLD_TOO_SHORT,0.000360,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010424
s1_time_under-045,s1_time_under,TIME_UNDER,1045,runs/s1_time_under-045.jsonl,0,HOLD_TOO_SHORT,0.000353,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010434
s1_time_under-046,s1_time_under,TIME_UNDER,1046,runs/s1_time_under-046.jsonl,0,HOLD_TOO_SHORT,0.000294,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010902
s1_time_under-047,s1_time_under,TIME_UNDER,1047,runs/s1_time_under-047.jsonl,0,HOLD_TOO_SHORT,0.000342,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010382
s1_time_under-048,s1_time_under,TIME_UNDER,1048,runs/s1_time_under-048.jsonl,0,HOLD_TOO_SHORT,0.000437,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010719
s1_time_under-049,s1_time_under,TIME_UNDER,1049,runs/s1_time_under-049.jsonl,0,HOLD_TOO_SHORT,0.000322,FAIL,PRED_FAIL;PRED_FAIL;TIME_UNDER;PRED_FAIL;N_TOO_LOW;PRED_FAIL,0.010366
